,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bagging_temperature,param_depth,param_iterations,param_l2_leaf_reg,param_learning_rate,param_random_strength,param_scale_pos_weight,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
58,12.187815030415853,0.05271028671624049,0.02420186996459961,0.001377582563803217,0.5,4,900,3,0.1,2,2,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 900, 'l2_leaf_reg': 3, 'learning_rate': 0.1, 'random_strength': 2, 'scale_pos_weight': 2}",0.9723134678554669,0.9770920991117346,0.980244590780809,0.9765500525826702,0.003260474254253514,135
59,12.35057544708252,0.2145131158416809,0.03515124320983887,0.002750276297215618,0.5,4,900,3,0.1,2,3,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 900, 'l2_leaf_reg': 3, 'learning_rate': 0.1, 'random_strength': 2, 'scale_pos_weight': 3}",0.9674418604651162,0.9762900976290098,0.9798406000937646,0.9745241860626302,0.005213509300522974,213
60,12.671209255854288,0.3444729393123202,0.023225863774617512,0.0024500788466313953,0.5,4,900,7,0.05,1,1,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 900, 'l2_leaf_reg': 7, 'learning_rate': 0.05, 'random_strength': 1, 'scale_pos_weight': 1}",0.9690721649484537,0.9792648444863337,0.9781990521327014,0.9755120205224963,0.0045744058409197,175
61,12.316356102625528,0.37530294114932317,0.026833295822143555,0.002251373963625147,0.5,4,900,7,0.05,1,2,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 900, 'l2_leaf_reg': 7, 'learning_rate': 0.05, 'random_strength': 1, 'scale_pos_weight': 2}",0.9665738161559888,0.9712163416898794,0.9779446269357109,0.9719115949271929,0.004668073638740618,305
62,12.525749921798706,0.1187312879104718,0.030807892481486004,0.007563853612853916,0.5,4,900,7,0.05,1,3,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 900, 'l2_leaf_reg': 7, 'learning_rate': 0.05, 'random_strength': 1, 'scale_pos_weight': 3}",0.9656453110492107,0.9667896678966789,0.9765917602996255,0.9696755797485049,0.00491274215419179,363
63,12.522318840026855,0.04733577349585178,0.026732444763183594,0.0025208381177071614,0.5,4,900,7,0.05,2,1,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 900, 'l2_leaf_reg': 7, 'learning_rate': 0.05, 'random_strength': 2, 'scale_pos_weight': 1}",0.9661654135338347,0.9788235294117648,0.9767662399241346,0.9739183942899112,0.00554614839097367,233
64,12.417423963546753,0.12437131695545582,0.024633169174194336,0.0014823259938484472,0.5,4,900,7,0.05,2,2,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 900, 'l2_leaf_reg': 7, 'learning_rate': 0.05, 'random_strength': 2, 'scale_pos_weight': 2}",0.9624129930394432,0.9712430426716142,0.9779653070792312,0.9705404475967628,0.006368613029404509,345
65,12.503322203954061,0.18238596400465762,0.023494958877563477,0.005011012919185672,0.5,4,900,7,0.05,2,3,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 900, 'l2_leaf_reg': 7, 'learning_rate': 0.05, 'random_strength': 2, 'scale_pos_weight': 3}",0.9666048237476809,0.9667590027700831,0.9756782039289056,0.9696806768155565,0.004241359168887192,361
66,12.09653107325236,0.4082071365665143,0.026470343271891277,0.006233878782425895,0.5,4,900,7,0.1,1,1,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 900, 'l2_leaf_reg': 7, 'learning_rate': 0.1, 'random_strength': 1, 'scale_pos_weight': 1}",0.9694117647058823,0.9797074091552619,0.9786830885836096,0.9759340874815846,0.004630898325466401,161
67,12.279593149820963,0.2119341370619032,0.0287624994913737,0.007455642390491067,0.5,4,900,7,0.1,1,2,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 900, 'l2_leaf_reg': 7, 'learning_rate': 0.1, 'random_strength': 1, 'scale_pos_weight': 2}",0.9668688754083061,0.9757236227824463,0.9812030075187971,0.9745985019031832,0.005905718053150822,209
68,11.654362599054972,0.11582353455616883,0.02619616190592448,0.003597370308428246,0.5,4,900,7,0.1,1,3,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 900, 'l2_leaf_reg': 7, 'learning_rate': 0.1, 'random_strength': 1, 'scale_pos_weight': 3}",0.9642691415313225,0.9680998613037449,0.9793621013133208,0.9705770347161294,0.006405812455966486,343
69,11.649591286977133,0.12429306439116011,0.026065746943155926,0.003944463418849867,0.5,4,900,7,0.1,2,1,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 900, 'l2_leaf_reg': 7, 'learning_rate': 0.1, 'random_strength': 2, 'scale_pos_weight': 1}",0.9721829325789723,0.9806329711856401,0.9791469194312796,0.9773209410652973,0.0036834255667173655,111
70,11.239789088567099,0.28645382561562177,0.02207795778910319,0.004428896212562156,0.5,4,900,7,0.1,2,2,"{'bagging_temperature': 0.5, 'depth': 4, 'iterations': 900, 'l2_leaf_reg': 7, 'learning_rate': 0.1, 'random_strength': 2, 'scale_pos_weight': 2}",0.9668688754083061,0.9761793554413825,0.9779446269357109,0.9736642859284665,0.004858823517773409,247
