,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_min_child_samples,param_n_estimators,param_num_leaves,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
3465,7.71852844953537,0.07459536793067743,0.007249414920806885,0.00043356896738825306,0.8,0.01,6,20,400,31,0.0,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'min_child_samples': 20, 'n_estimators': 400, 'num_leaves': 31, 'reg_lambda': 0.0, 'subsample': 0.7}",0.9823691049025824,0.9858951786975421,0.9865912834128454,0.9901197306558291,0.9862438244171998,0.002751289792038142,8083
3466,7.818732440471649,0.6099031263709863,0.0074994564056396484,0.0008666512890727495,0.8,0.01,6,20,400,31,0.0,0.85,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'min_child_samples': 20, 'n_estimators': 400, 'num_leaves': 31, 'reg_lambda': 0.0, 'subsample': 0.85}",0.9823691049025824,0.9858951786975421,0.9865912834128454,0.9901197306558291,0.9862438244171998,0.002751289792038142,8083
3467,8.178172528743744,0.6091923788387267,0.007250666618347168,0.00043587299980487834,0.8,0.01,6,20,400,31,0.0,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'min_child_samples': 20, 'n_estimators': 400, 'num_leaves': 31, 'reg_lambda': 0.0, 'subsample': 1.0}",0.9823691049025824,0.9858951786975421,0.9865912834128454,0.9901197306558291,0.9862438244171998,0.002751289792038142,8083
3468,6.609759211540222,0.5859320103766655,0.010251522064208984,0.0038960758354300647,0.8,0.01,6,20,400,31,0.1,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'min_child_samples': 20, 'n_estimators': 400, 'num_leaves': 31, 'reg_lambda': 0.1, 'subsample': 0.7}",0.9816637323068047,0.985189812413243,0.9865912834128454,0.9894139180456464,0.9857146865446349,0.002790092241227472,8221
3469,6.515417516231537,0.44982333863295754,0.0069999098777771,0.0007068027324642415,0.8,0.01,6,20,400,31,0.1,0.85,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'min_child_samples': 20, 'n_estimators': 400, 'num_leaves': 31, 'reg_lambda': 0.1, 'subsample': 0.85}",0.9816637323068047,0.985189812413243,0.9865912834128454,0.9894139180456464,0.9857146865446349,0.002790092241227472,8221
3470,6.328574061393738,0.2208690556489621,0.006877541542053223,0.000549471928039427,0.8,0.01,6,20,400,31,0.1,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'min_child_samples': 20, 'n_estimators': 400, 'num_leaves': 31, 'reg_lambda': 0.1, 'subsample': 1.0}",0.9816637323068047,0.985189812413243,0.9865912834128454,0.9894139180456464,0.9857146865446349,0.002790092241227472,8221
3471,6.3530153632164,0.48604160041040295,0.007501721382141113,0.0005019958951445981,0.8,0.01,6,20,400,31,0.3,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'min_child_samples': 20, 'n_estimators': 400, 'num_leaves': 31, 'reg_lambda': 0.3, 'subsample': 0.7}",0.9816639876499984,0.9844846965672964,0.9858856106938662,0.988002225333439,0.98500913006115,0.0023017301019497044,8344
3472,6.3008885979652405,0.36332626388371986,0.0067517757415771484,0.00043429398689028004,0.8,0.01,6,20,400,31,0.3,0.85,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'min_child_samples': 20, 'n_estimators': 400, 'num_leaves': 31, 'reg_lambda': 0.3, 'subsample': 0.85}",0.9816639876499984,0.9844846965672964,0.9858856106938662,0.988002225333439,0.98500913006115,0.0023017301019497044,8344
3473,5.983590543270111,0.2055138580224972,0.006757020950317383,0.00024306788755546242,0.8,0.01,6,20,400,31,0.3,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'min_child_samples': 20, 'n_estimators': 400, 'num_leaves': 31, 'reg_lambda': 0.3, 'subsample': 1.0}",0.9816639876499984,0.9844846965672964,0.9858856106938662,0.988002225333439,0.98500913006115,0.0023017301019497044,8344
3474,10.187654316425323,0.8539209176162237,0.009001016616821289,0.0010007620780790286,0.8,0.01,6,20,400,45,0.0,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'min_child_samples': 20, 'n_estimators': 400, 'num_leaves': 45, 'reg_lambda': 0.0, 'subsample': 0.7}",0.9823691049025824,0.985189812413243,0.9865912834128454,0.9901197306558291,0.986067482846125,0.002790312892266116,8152
